ppm HF Concentration mole,X (m),Y (m),Z (m)
2,2.43,-9.21,30.2
3,3.03,-7.73,31.84
2,-1.02,-7.73,31.18
2,-4.34,-8.91,29.96
2,-7.97,-7.74,31.67
3,-0.19,-7.71,31.79
3,-4.08,-7.73,31.73
2,-14.7,-7.74,31.64
2,-11.08,-7.74,31.65
2,-18.01,-7.7,31.67
2,2.57,-9.97,31.15
3,3.15,-8.68,32.73
3,3.46,-7.67,35.57
2,-1.19,-12.05,30.92
2,-0.97,-8.69,32.1
2,-4.36,-9.72,30.92
3,-7.95,-7.71,35.08
2,-8.07,-8.74,32.55
2,-1.85,-19.21,37.41
3,-0.15,-8.64,32.69
3,-4.08,-8.7,32.61
4,-0.32,-7.65,34.83
4,-4.45,-7.67,35.71
2,-14.75,-7.69,35.96
3,-11.02,-7.69,36.34
2,-11.28,-8.74,32.51
5,5.26,-7.63,38.94
3,2.53,-10.38,33.27
4,3.51,-8.48,36.37
5,2.23,-6.58,37.45
2,-1.21,-12.41,33.11
3,-4.29,-10.19,33.15
3,-8.03,-8.64,35.86
2,-2.03,-19.4,42.02
2,-5.04,-15.28,37.36
4,-0.35,-8.41,35.64
3,-4.48,-8.49,36.49
5,-0.1,-7.4,36.31
4,-3.34,-6.41,37.85
2,-11.18,-8.54,37.07
6,7.94,-7.62,39.53
6,7.42,-7.42,40.99
8,9.33,-6.83,40.04
5,5.24,-8.33,39.72
6,4.25,-6.61,38.84
4,2.76,-10.25,37.16
4,-0.13,-9.36,36.29
5,2.15,-7.21,38.29
6,1.26,-4.1,36.84
3,2.02,-16.15,42.21
4,-1.19,-12.34,37.23
3,-4.42,-9.98,37.32
2,-5.1,-15.52,42.16
2,-8.24,-11.87,37.2
5,-0.16,-8.06,37.1
4,-3.35,-7.03,38.67
6,-1.23,-4.3,36.91
2,-5.59,-6.42,38.9
2,2.02,-16.15,47.21
6,17.29,-0.78,32.37
6,8.05,-8.32,40.27
6,7.44,-8.08,41.82
8,9.5,-7.45,40.79
6,6.02,-4.83,40.07
9,10.98,-5.06,38.81
7,8.4,-5.1,40.77
6,2.31,-1.2,37.61
5,5.85,-12.83,42.17
4,3.32,-10.63,40.77
5,4.19,-7.24,39.68
5,1.03,-8.47,38.97
5,1.17,-4.61,37.83
3,-1.18,-12.32,42.21
3,-2.61,-8.05,39.28
2,-5.12,-10.33,40.69
5,-1.28,-4.83,37.87
2,-5.58,-7.03,39.71
5,-2.36,-0.8,37.49
3,5.85,-12.93,47.21
7,15.37,1.01,32.55
8,14.77,0.95,34.26
5,7.17,-9.14,43.72
6,9.34,-10.68,41.72
7,10.43,-8.86,43.07
5,20.68,0.34,32.59
6,17.91,-1.11,33.36
7,15.64,-2.75,35.06
5,5.99,-5.35,41
8,14.71,-2.9,37.13
9,11.37,-5.59,39.5
7,8.49,-5.62,41.66
6,7.44,-1.94,41.07
6,4.47,-1.53,39.07
9,12.93,0.9,37.37
9,9.89,-2.01,39.67
5,2.2,-1.57,38.68
7,1.37,2.07,36.99
6,-0.91,2.29,36.83
4,9.68,-9.72,47.21
4,2.49,-8.81,42.46
4,-0.36,-5.33,38.97
2,-4.25,-8.33,42.47
4,-2.39,-1.15,38.56
2,-4.95,-0.74,38.7
2,2.64,-9.1,47.21
7,16.26,0.66,33.54
4,24.96,3.38,32.92
6,17.29,4.09,33.04
7,15.73,0.65,34.98
8,14.76,3.98,34.46
5,5.75,-5.87,43.07
8,13.48,-6.5,42.12
6,8.63,-5.98,43.39
6,20.98,0.12,33.58
7,18.13,-3.19,35.91
7,16.79,0.4,35.61
7,17.07,-3.31,38.45
6,7.45,-2.29,42.07
5,4.38,-1.9,40.11
9,13.64,0.66,37.98
8,10.18,-2.38,40.5
8,14.26,4.02,36.37
10,11.57,4.46,38.41
7,6.23,1.52,40.26
8,8.72,1.52,40.56
5,13.51,-6.51,47.21
7,5.02,5.14,39.46
5,1.54,-1.81,39.42
5,1.26,1.85,38.12
7,2.59,5.19,37.82
5,-0.97,2.09,37.96
5,-2.01,5.61,37.34
2,9.68,-9.72,52.21
3,6.47,-5.89,47.21
3,-0.55,-5.27,42.21
3,-1.88,-1.48,39.33
2,-4.93,-1.07,39.74
3,-4.37,5.85,38.44
2,44.84,11.97,41.43
3,41.67,8.78,41.72
3,38.63,9.08,39.92
2,40.79,10.62,41.21
2,39.8,10.72,40.62
3,35.19,9.64,37.82
4,24.98,3.24,33.91
6,17.95,3.87,34.03
2,34.19,9.51,35.13
3,29.53,6.55,33.03
5,21.36,7.14,33.44
7,15.61,7.68,33.53
7,15.72,3.78,35.19
8,14.76,7.65,34.75
5,25.01,3.09,37.11
5,7.48,-2.48,43.71
4,3.06,-2.08,42.47
7,17.2,-3.28,42.07
7,10.7,-2.64,42.75
6,21.17,-0.09,36.95
7,18.58,3.65,36.34
8,14.99,0.78,38.69
8,15.15,3.9,36.87
9,12.1,4.36,39.12
6,6.19,1.31,41.3
7,8.87,1.32,41.49
9,13.25,7.62,37.13
10,9.64,4.65,39.87
8,14.43,10.86,36.24
5,17.34,-3.29,47.21
7,6.45,8.36,40.41
2,13.51,-6.51,52.21
4,10.3,-2.68,47.21
6,4.93,5.05,40.54
4,0.04,1.8,39.2
5,2.45,5.08,38.94
6,1.63,8.92,37.16
3,-2.03,5.52,38.45
5,-0.78,8.56,36.77
2,3.25,-2.06,47.21
3,-0.01,1.77,42.3
2,-4.34,5.77,39.53
2,46.82,17.11,40.26
2,45.9,13.64,40.8
2,43.59,10.35,42.16
2,42.61,10.36,42.27
2,45.12,11.99,42.4
2,43.76,13.85,42.07
2,42.69,13.88,42.33
2,43.14,12.18,42.43
2,41.86,12.27,41.84
2,40.02,14.18,40.75
3,41.52,8.78,42.7
3,38.14,9.09,40.77
3,37.36,10.96,39.15
3,40.54,10.64,42.15
3,39.44,10.74,41.53
2,38.94,12.55,40.11
2,35.45,12.89,37.98
3,34.37,9.66,38.41
3,33.25,9.45,35.89
